metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
E,Agem Kanan,4,Tahan,C3,0.58,1.483,1.11,15,P08
E,Agem Kanan,4,Tahan,C4,5.254,1.383,4.085,14,P08
E,Agem Kanan,4,Tahan,F3,-3.813,-1.588,-2.009,11,P08
E,Agem Kanan,4,Tahan,F4,7.14,4.117,3.396,11,P08
E,Agem Kanan,4,Tahan,F7,-2.003,-0.77,-2.29,12,P08
E,Agem Kanan,4,Tahan,F8,13.51,9.901,5.758,9,P08
E,Agem Kanan,4,Tahan,Fp1,-2.921,-2.513,-1.811,20,P08
E,Agem Kanan,4,Tahan,Fp2,1.597,3.589,4.948,14,P08
E,Agem Kanan,4,Tahan,O1,-1.556,2.165,0.258,8,P08
E,Agem Kanan,4,Tahan,O2,8.837,8.565,9.47,15,P08
E,Agem Kanan,4,Tahan,P3,-0.498,0.902,0.039,15,P08
E,Agem Kanan,4,Tahan,P4,7.919,4.392,6.344,15,P08
E,Agem Kanan,4,Tahan,T3,-2.764,0.443,-1.13,8,P08
E,Agem Kanan,4,Tahan,T4,10.36,10.261,7.686,11,P08
E,Agem Kanan,4,Tahan,T5,5.152,2.689,0.444,15,P08
E,Agem Kanan,4,Tahan,T6,10.092,6.065,-0.254,12,P08
E,Agem Kiri,1,Berdiri,C3,-0.998,-0.734,-1.476,9,P08
E,Agem Kiri,1,Berdiri,C4,6.903,3.177,1.25,19,P08
E,Agem Kiri,1,Berdiri,F3,-0.889,-0.194,-3.114,2,P08
E,Agem Kiri,1,Berdiri,F4,9.144,5.915,3.415,18,P08
E,Agem Kiri,1,Berdiri,F7,-1.276,-1.988,-4.056,6,P08
E,Agem Kiri,1,Berdiri,F8,6.189,3.907,4.936,14,P08
E,Agem Kiri,1,Berdiri,Fp1,-0.551,-4.523,-1.019,12,P08
E,Agem Kiri,1,Berdiri,Fp2,5.547,4.044,3.472,16,P08
E,Agem Kiri,1,Berdiri,O1,-4.502,-6.68,-6.275,8,P08
E,Agem Kiri,1,Berdiri,O2,12.366,13.6,4.754,18,P08
E,Agem Kiri,1,Berdiri,P3,1.328,-1.251,-2.284,10,P08
E,Agem Kiri,1,Berdiri,P4,8.822,4.664,2.753,20,P08
E,Agem Kiri,1,Berdiri,T3,-6.468,-5.902,-6.669,8,P08
E,Agem Kiri,1,Berdiri,T4,8.987,5.218,4.924,15,P08
E,Agem Kiri,1,Berdiri,T5,4.412,4.937,2.793,20,P08
E,Agem Kiri,1,Berdiri,T6,3.691,-1.101,-2.28,15,P08
E,Agem Kiri,1,Gerak,C3,-2.326,-4.565,-3.503,1,P08
E,Agem Kiri,1,Gerak,C4,8.009,9.864,0.289,8,P08
E,Agem Kiri,1,Gerak,F3,1.198,-5.646,-2.323,1,P08
E,Agem Kiri,1,Gerak,F4,13.223,13.903,8.2,7,P08
E,Agem Kiri,1,Gerak,F7,-6.05,-3.626,-4.9,1,P08
E,Agem Kiri,1,Gerak,F8,12.879,10.767,6.652,1,P08
E,Agem Kiri,1,Gerak,Fp2,0.744,-1.501,0.336,1,P08
E,Agem Kiri,1,Gerak,O1,2.582,2.639,-1.396,3,P08
E,Agem Kiri,1,Gerak,O2,16.578,19.012,12.768,3,P08
E,Agem Kiri,1,Gerak,P4,8.517,8.089,2.837,8,P08
E,Agem Kiri,1,Gerak,T4,8.996,12.844,3.536,2,P08
E,Agem Kiri,1,Gerak,T5,8.119,10.49,0.001,2,P08
E,Agem Kiri,1,Gerak,T6,12.491,5.452,2.779,1,P08
E,Agem Kiri,1,Naik,C3,-1.537,0.423,1.297,2,P08
E,Agem Kiri,1,Naik,F3,1.613,1.454,2.959,2,P08
E,Agem Kiri,1,Naik,F4,9.098,6.262,4.169,2,P08
E,Agem Kiri,1,Naik,F7,1.042,1.48,3.843,1,P08
E,Agem Kiri,1,Naik,F8,4.886,3.768,-0.369,1,P08
E,Agem Kiri,1,Naik,Fp1,1.566,-3.428,-3.824,2,P08
E,Agem Kiri,1,Naik,O1,-4.534,-3.707,3.097,1,P08
E,Agem Kiri,1,Naik,O2,9.924,11.766,8.366,2,P08
E,Agem Kiri,1,Naik,P3,-6.913,-0.19,0.172,2,P08
E,Agem Kiri,1,Naik,P4,10.448,5.939,6.38,1,P08
E,Agem Kiri,1,Naik,T3,-3.129,1.365,3.322,1,P08
E,Agem Kiri,1,Naik,T4,4.72,9.922,9.335,1,P08
E,Agem Kiri,1,Naik,T5,-1.574,3.316,1.704,2,P08
E,Agem Kiri,1,Tahan,C3,0.213,0.302,-0.584,12,P08
E,Agem Kiri,1,Tahan,F3,-0.376,0.493,0.73,11,P08
E,Agem Kiri,1,Tahan,F4,4.93,10.221,3.249,1,P08
E,Agem Kiri,1,Tahan,F7,2.236,1.886,1.829,16,P08
E,Agem Kiri,1,Tahan,F8,4.228,3.1,0.841,7,P08
E,Agem Kiri,1,Tahan,Fp1,1.472,1.45,2.692,7,P08
E,Agem Kiri,1,Tahan,Fp2,6.133,3.071,1.821,7,P08
E,Agem Kiri,1,Tahan,O1,2.834,3.422,2.328,15,P08
E,Agem Kiri,1,Tahan,O2,1.609,6.071,-0.779,2,P08
E,Agem Kiri,1,Tahan,P3,-0.032,-1.356,-1.192,8,P08
E,Agem Kiri,1,Tahan,T3,0.942,1.464,1.156,18,P08
E,Agem Kiri,1,Tahan,T4,7.456,6.665,3.963,16,P08
E,Agem Kiri,1,Tahan,T6,9.569,0.848,-2.128,2,P08
E,Agem Kiri,2,Berdiri,C3,3.079,3.139,3.982,4,P08
E,Agem Kiri,2,Berdiri,C4,4.66,6.735,7.626,3,P08
E,Agem Kiri,2,Berdiri,F3,1.894,1.514,2.265,2,P08
E,Agem Kiri,2,Berdiri,F4,12.142,10.777,8.888,28,P08
E,Agem Kiri,2,Berdiri,F7,3.642,2.691,3.386,2,P08
E,Agem Kiri,2,Berdiri,F8,7.782,3.281,3.695,23,P08
E,Agem Kiri,2,Berdiri,Fp1,-9.087,-7.212,-7.697,12,P08
E,Agem Kiri,2,Berdiri,Fp2,7.695,5.221,4.836,18,P08
E,Agem Kiri,2,Berdiri,O1,-3.714,1.623,0.829,1,P08
E,Agem Kiri,2,Berdiri,O2,8.372,7.811,5.313,27,P08
E,Agem Kiri,2,Berdiri,P3,5.068,5.405,4.074,18,P08
E,Agem Kiri,2,Berdiri,P4,3.427,-0.239,-2.663,3,P08
E,Agem Kiri,2,Berdiri,T3,2.46,3.213,4.11,1,P08
E,Agem Kiri,2,Berdiri,T4,11.774,9.329,6.741,18,P08
E,Agem Kiri,2,Berdiri,T5,1.932,0.734,1.125,24,P08
E,Agem Kiri,2,Berdiri,T6,8.302,6.03,2.681,27,P08
E,Agem Kiri,2,Gerak,C4,5.315,4.212,-0.471,7,P08
E,Agem Kiri,2,Gerak,F3,1.518,0.605,-3.005,4,P08
E,Agem Kiri,2,Gerak,F4,3.473,6.388,6.981,3,P08
E,Agem Kiri,2,Gerak,F7,-14.949,-11.471,-10.521,1,P08
E,Agem Kiri,2,Gerak,F8,10.848,7.567,6.182,5,P08
E,Agem Kiri,2,Gerak,O1,-8.462,-6.825,-7.231,1,P08
E,Agem Kiri,2,Gerak,O2,10.318,11.267,8.059,7,P08
E,Agem Kiri,2,Gerak,P4,4.219,3.441,-1.437,7,P08
E,Agem Kiri,2,Gerak,T3,-11.354,-6.813,-5.923,1,P08
E,Agem Kiri,2,Gerak,T4,11.726,11.067,9.018,4,P08
E,Agem Kiri,2,Gerak,T6,8.993,4.413,1.048,7,P08
E,Agem Kiri,2,Naik,C3,2.966,3.226,1.561,5,P08
E,Agem Kiri,2,Naik,Fp2,2.007,2.766,4.629,2,P08
E,Agem Kiri,2,Naik,P3,0.606,-0.798,-4.034,5,P08
E,Agem Kiri,2,Naik,T4,3.82,3.361,2.118,1,P08
E,Agem Kiri,2,Tahan,C3,-0.404,-1.21,-4.176,5,P08
E,Agem Kiri,2,Tahan,C4,-4.222,-3.468,-1.562,1,P08
E,Agem Kiri,2,Tahan,F3,-0.806,-1.454,-2.692,10,P08
E,Agem Kiri,2,Tahan,F4,11.163,12.995,14.326,3,P08
E,Agem Kiri,2,Tahan,F7,0.978,0.587,2.644,15,P08
E,Agem Kiri,2,Tahan,F8,9.722,7.291,5.358,6,P08
E,Agem Kiri,2,Tahan,Fp1,3.427,2.88,3.596,5,P08
E,Agem Kiri,2,Tahan,Fp2,5.219,4.096,4.903,5,P08
E,Agem Kiri,2,Tahan,O1,-0.983,2.622,1.964,2,P08
E,Agem Kiri,2,Tahan,O2,8.975,10.845,12.2,5,P08
E,Agem Kiri,2,Tahan,P3,-1.734,-2.638,-5.314,1,P08
E,Agem Kiri,2,Tahan,P4,-2.127,-0.868,-0.834,1,P08
E,Agem Kiri,2,Tahan,T3,-0.393,0.836,1.267,14,P08
E,Agem Kiri,2,Tahan,T4,8.388,11.427,8.219,4,P08
E,Agem Kiri,2,Tahan,T6,-0.442,1.555,-0.635,1,P08
E,Agem Kiri,3,Berdiri,C3,-0.83,0.553,-0.753,2,P08
E,Agem Kiri,3,Berdiri,C4,7.336,5.969,5.578,14,P08
E,Agem Kiri,3,Berdiri,F3,4.435,4.844,2.459,5,P08
E,Agem Kiri,3,Berdiri,F4,14.963,8.922,7.331,20,P08
E,Agem Kiri,3,Berdiri,F7,1.607,-0.839,-1.893,1,P08
E,Agem Kiri,3,Berdiri,F8,9.8,6.214,6.607,18,P08
E,Agem Kiri,3,Berdiri,Fp1,3.727,5.025,4.646,6,P08
E,Agem Kiri,3,Berdiri,Fp2,6.294,2.199,5.24,11,P08
E,Agem Kiri,3,Berdiri,O2,9.458,9.309,6.328,15,P08
E,Agem Kiri,3,Berdiri,P3,5.662,4.648,4.989,9,P08
E,Agem Kiri,3,Berdiri,P4,11.488,6.171,5.33,20,P08
E,Agem Kiri,3,Berdiri,T3,3.297,7.092,5.706,1,P08
E,Agem Kiri,3,Berdiri,T4,9.708,7.353,5.469,18,P08
E,Agem Kiri,3,Berdiri,T5,10.087,7.588,4.292,23,P08
E,Agem Kiri,3,Berdiri,T6,6.355,0.557,-0.803,20,P08
E,Agem Kiri,3,Gerak,C4,2.145,-2.184,-3.832,1,P08
E,Agem Kiri,3,Gerak,F4,3.353,3.39,0.842,1,P08
E,Agem Kiri,3,Gerak,F8,7.592,-1.276,-3.51,1,P08
E,Agem Kiri,3,Gerak,O2,10.532,7.524,-0.829,1,P08
E,Agem Kiri,3,Gerak,P4,3.621,-1.752,-2.741,1,P08
E,Agem Kiri,3,Gerak,T4,1.807,-0.063,-0.008,1,P08
E,Agem Kiri,3,Gerak,T5,8.892,5.356,2.455,2,P08
E,Agem Kiri,3,Naik,C3,2.089,5.099,2.255,2,P08
E,Agem Kiri,3,Naik,C4,0.953,2.829,5.357,2,P08
E,Agem Kiri,3,Naik,F4,2.801,4.813,1.166,1,P08
E,Agem Kiri,3,Naik,F7,-1.714,-4.151,-0.816,3,P08
E,Agem Kiri,3,Naik,F8,6.268,-0.587,5.734,1,P08
E,Agem Kiri,3,Naik,Fp1,-11.537,-18.06,-10.119,1,P08
E,Agem Kiri,3,Naik,Fp2,-2.119,4.626,5.753,1,P08
E,Agem Kiri,3,Naik,O1,-6.443,-3.954,-5.373,2,P08
E,Agem Kiri,3,Naik,O2,5.342,-1.931,2.03,1,P08
E,Agem Kiri,3,Naik,P3,2.097,4.346,2.145,2,P08
E,Agem Kiri,3,Naik,P4,9.061,8.212,7.412,2,P08
E,Agem Kiri,3,Naik,T3,-10.652,-6.529,-6.071,2,P08
E,Agem Kiri,3,Naik,T4,-0.151,-0.467,4.597,1,P08
E,Agem Kiri,3,Naik,T5,3.907,5.719,4.709,1,P08
E,Agem Kiri,3,Tahan,C3,1.881,0.915,-0.346,10,P08
E,Agem Kiri,3,Tahan,C4,1.408,3.679,1.948,5,P08
E,Agem Kiri,3,Tahan,F3,0.862,0.39,-1.458,5,P08
E,Agem Kiri,3,Tahan,F4,3.253,7.384,4.259,4,P08
E,Agem Kiri,3,Tahan,F7,-3.876,-3.327,-3.682,9,P08
E,Agem Kiri,3,Tahan,F8,7.05,4.81,4.272,17,P08
E,Agem Kiri,3,Tahan,Fp1,1.064,0.124,-0.491,12,P08
E,Agem Kiri,3,Tahan,Fp2,5.393,4.58,2.857,18,P08
E,Agem Kiri,3,Tahan,O1,-1.01,2.719,0.962,5,P08
E,Agem Kiri,3,Tahan,O2,3.641,5.594,3.753,10,P08
E,Agem Kiri,3,Tahan,P3,1.738,-0.076,-0.995,9,P08
E,Agem Kiri,3,Tahan,P4,4.238,1.573,1.831,8,P08
E,Agem Kiri,3,Tahan,T3,-3.193,1.446,-0.985,8,P08
E,Agem Kiri,3,Tahan,T4,7.231,6.291,4.542,13,P08
E,Agem Kiri,3,Tahan,T5,9.099,4.173,0.848,7,P08
E,Agem Kiri,3,Tahan,T6,6.479,3.73,0.823,7,P08
E,Agem Kiri,4,Berdiri,C4,6.05,5.98,6.43,26,P08
E,Agem Kiri,4,Berdiri,F4,7.467,6.96,6.432,22,P08
E,Agem Kiri,4,Berdiri,F8,7.305,6.942,6.696,21,P08
E,Agem Kiri,4,Berdiri,Fp2,4.74,5.485,5.868,20,P08
E,Agem Kiri,4,Berdiri,O2,10.41,10.46,5.147,25,P08
E,Agem Kiri,4,Berdiri,P3,5.699,7.986,8.341,4,P08
E,Agem Kiri,4,Berdiri,P4,11.673,6.968,5.995,29,P08
E,Agem Kiri,4,Berdiri,T4,7.421,7.939,7.748,26,P08
E,Agem Kiri,4,Berdiri,T5,4.18,3.575,2.341,28,P08
E,Agem Kiri,4,Berdiri,T6,3.456,2.761,-0.317,27,P08
E,Agem Kiri,4,Gerak,P3,-1.563,-2.542,-2.387,1,P08
E,Agem Kiri,4,Gerak,P4,10.588,10.588,4.147,3,P08
E,Agem Kiri,4,Gerak,T5,6.469,6.379,3.789,1,P08
E,Agem Kiri,4,Gerak,T6,-1.132,-5.031,-1.365,1,P08
E,Agem Kiri,4,Naik,C3,1.138,-1.608,-1.603,4,P08
E,Agem Kiri,4,Naik,C4,5.635,4.267,4.456,3,P08
E,Agem Kiri,4,Naik,F4,4.4,7.221,4.112,2,P08
E,Agem Kiri,4,Naik,F7,-2.41,-0.091,-0.739,4,P08
E,Agem Kiri,4,Naik,F8,7.866,7.074,7.054,2,P08
E,Agem Kiri,4,Naik,Fp2,5.893,5.908,5.256,2,P08
E,Agem Kiri,4,Naik,O2,6.12,1.031,2.372,1,P08
E,Agem Kiri,4,Naik,P3,1.637,-3.532,-3.346,4,P08
E,Agem Kiri,4,Naik,P4,10.536,6.955,6.267,3,P08
E,Agem Kiri,4,Naik,T3,-2.78,-5.28,-3.427,4,P08
E,Agem Kiri,4,Naik,T5,7.704,9.083,5.851,3,P08
E,Agem Kiri,4,Naik,T6,0.507,-3.085,2.799,1,P08
E,Agem Kiri,4,Tahan,C3,-2.807,-2.67,-4.435,8,P08
E,Agem Kiri,4,Tahan,C4,0.296,1.6,1.645,15,P08
E,Agem Kiri,4,Tahan,F3,0.287,0.325,-2.808,4,P08
E,Agem Kiri,4,Tahan,F4,11.319,8.809,9.248,8,P08
E,Agem Kiri,4,Tahan,F7,-7.67,-8.369,-7.729,2,P08
E,Agem Kiri,4,Tahan,F8,6.726,4.814,4.24,14,P08
E,Agem Kiri,4,Tahan,Fp1,-4.573,-8.423,-0.453,2,P08
E,Agem Kiri,4,Tahan,Fp2,4.561,3.863,4.033,14,P08
E,Agem Kiri,4,Tahan,O1,-4.926,-1.39,-1.438,14,P08
E,Agem Kiri,4,Tahan,O2,4.978,5.438,6.31,16,P08
E,Agem Kiri,4,Tahan,P3,-5.186,-5.632,-8.179,6,P08
E,Agem Kiri,4,Tahan,P4,7.665,5.56,6.318,16,P08
E,Agem Kiri,4,Tahan,T3,-5.609,-3.047,-1.43,9,P08
E,Agem Kiri,4,Tahan,T4,5.248,4.244,4.724,9,P08
E,Agem Kiri,4,Tahan,T5,9.029,5.196,4.895,9,P08
E,Agem Kiri,4,Tahan,T6,4.541,4.033,1.424,16,P08
E,Ngeed,1,Berdiri,C3,-0.725,1.359,0.286,9,P08
E,Ngeed,1,Berdiri,C4,0.496,1.87,1.105,20,P08
E,Ngeed,1,Berdiri,F3,-3.153,-0.633,-2.258,9,P08
E,Ngeed,1,Berdiri,F4,6.426,6.565,3.014,18,P08
E,Ngeed,1,Berdiri,F7,-1.68,-2.019,-2.712,13,P08
E,Ngeed,1,Berdiri,F8,5.27,6.179,4.274,26,P08
E,Ngeed,1,Berdiri,Fp1,-0.599,1.297,1.763,6,P08
E,Ngeed,1,Berdiri,Fp2,2.613,4.801,3.718,23,P08
E,Ngeed,1,Berdiri,O1,-0.47,1.564,-1.549,13,P08
E,Ngeed,1,Berdiri,O2,6.081,4.419,5.221,19,P08
E,Ngeed,1,Berdiri,P3,-0.291,3.905,1.602,12,P08
E,Ngeed,1,Berdiri,P4,-0.323,1.594,1.485,17,P08
E,Ngeed,1,Berdiri,T3,-1.066,0.394,-1.27,15,P08
E,Ngeed,1,Berdiri,T4,4.249,4.473,2.774,26,P08
E,Ngeed,1,Berdiri,T5,3.805,5.077,3.009,18,P08
E,Ngeed,1,Berdiri,T6,-0.417,-2.659,-4.485,19,P08
E,Ngeed,1,Gerak,C3,0.772,2.846,1.076,14,P08
E,Ngeed,1,Gerak,C4,7.627,1.528,2.257,1,P08
E,Ngeed,1,Gerak,F3,1.093,1.816,0.154,13,P08
E,Ngeed,1,Gerak,F4,6.939,6.832,2.869,5,P08
E,Ngeed,1,Gerak,F7,1.386,2.563,0.296,11,P08
E,Ngeed,1,Gerak,F8,4.741,2.54,0.408,9,P08
E,Ngeed,1,Gerak,Fp1,-5.375,-0.4,-1.48,3,P08
E,Ngeed,1,Gerak,Fp2,3.562,2.331,1.705,9,P08
E,Ngeed,1,Gerak,O1,1.05,2.529,1.143,12,P08
E,Ngeed,1,Gerak,O2,5.026,9.891,6.855,5,P08
E,Ngeed,1,Gerak,P3,0.905,1.315,0.318,14,P08
E,Ngeed,1,Gerak,P4,4.447,5.819,1.225,1,P08
E,Ngeed,1,Gerak,T3,0.838,1.946,-0.117,12,P08
E,Ngeed,1,Gerak,T4,4.189,2.543,0.759,9,P08
E,Ngeed,1,Gerak,T5,3.345,2.534,2.709,8,P08
E,Ngeed,1,Gerak,T6,1.793,1.563,-4.687,5,P08
E,Ngeed,1,Naik,C3,3.117,-3.167,-0.008,4,P08
E,Ngeed,1,Naik,F3,4.503,-1.903,1.713,4,P08
E,Ngeed,1,Naik,Fp2,5.397,2.564,5.853,3,P08
E,Ngeed,1,Naik,P3,2.137,-5.246,-0.423,3,P08
E,Ngeed,1,Naik,T4,0.979,-0.637,2.307,4,P08
E,Ngeed,1,Tahan,C3,-3.117,-4.574,-3.696,2,P08
E,Ngeed,1,Tahan,C4,-3.945,-1.806,-3.311,8,P08
E,Ngeed,1,Tahan,F3,-8.177,-10.173,-8.347,2,P08
E,Ngeed,1,Tahan,F4,5.28,0.778,1.697,5,P08
E,Ngeed,1,Tahan,F7,-2.044,-0.764,-2.238,4,P08
E,Ngeed,1,Tahan,F8,0.842,-0.14,-0.69,10,P08
E,Ngeed,1,Tahan,Fp1,-1.291,-1.879,0.135,3,P08
E,Ngeed,1,Tahan,Fp2,2.099,2.323,1.262,8,P08
E,Ngeed,1,Tahan,O1,-0.518,1.428,0.12,5,P08
E,Ngeed,1,Tahan,O2,13.851,12.914,8.866,7,P08
E,Ngeed,1,Tahan,P3,-3.981,-4.237,-4.979,2,P08
E,Ngeed,1,Tahan,P4,3.669,1.434,-0.897,7,P08
E,Ngeed,1,Tahan,T3,-2.438,0.075,-1.906,4,P08
E,Ngeed,1,Tahan,T4,2.221,1.024,-0.455,13,P08
E,Ngeed,1,Tahan,T5,-2.386,-1.651,-4.13,5,P08
E,Ngeed,1,Tahan,T6,-1.658,-10.973,-8.599,6,P08
E,Ngeed,2,Berdiri,C3,0.096,-0.091,7.497,14,P08
E,Ngeed,2,Berdiri,C4,-3.675,-2.159,3.878,17,P08
E,Ngeed,2,Berdiri,F3,-2.74,-0.669,5.769,12,P08
E,Ngeed,2,Berdiri,F4,2.928,3.221,2.614,20,P08
E,Ngeed,2,Berdiri,F7,-3.441,-0.842,5.482,19,P08
E,Ngeed,2,Berdiri,F8,3.163,2.465,8.016,24,P08
E,Ngeed,2,Berdiri,Fp1,-4.093,-3.699,1.846,3,P08
E,Ngeed,2,Berdiri,Fp2,3.166,3.097,6.977,24,P08
E,Ngeed,2,Berdiri,O1,-6.185,-4.142,1.356,19,P08
E,Ngeed,2,Berdiri,O2,1.822,1.387,2.682,18,P08
E,Ngeed,2,Berdiri,P3,-0.417,-0.595,6.775,14,P08
E,Ngeed,2,Berdiri,P4,-1.633,-2.534,3.634,16,P08
E,Ngeed,2,Berdiri,T3,-6.361,-1.771,3.514,18,P08
E,Ngeed,2,Berdiri,T4,2.201,2.888,6.04,24,P08
E,Ngeed,2,Berdiri,T5,-0.279,-1.01,5.362,18,P08
E,Ngeed,2,Berdiri,T6,-1.278,-7.892,-4.277,20,P08
E,Ngeed,2,Gerak,C3,1.696,4.12,0.75,6,P08
E,Ngeed,2,Gerak,F3,6.8,2.833,0.665,2,P08
E,Ngeed,2,Gerak,F7,7.169,4.827,1.916,2,P08
E,Ngeed,2,Gerak,F8,-0.675,-2.298,-1.827,6,P08
E,Ngeed,2,Gerak,Fp1,1.956,3.097,0.784,6,P08
E,Ngeed,2,Gerak,Fp2,5.868,3.705,0.844,6,P08
E,Ngeed,2,Gerak,P3,0.684,3.755,-0.422,5,P08
E,Ngeed,2,Gerak,T3,7.122,4.081,1.524,2,P08
E,Ngeed,2,Gerak,T4,5.38,2.352,2.778,6,P08
E,Ngeed,2,Naik,C3,-5.655,0.988,1.423,3,P08
E,Ngeed,2,Naik,F3,2.753,5.813,4.477,4,P08
E,Ngeed,2,Naik,Fp2,3.632,8.644,6.672,4,P08
E,Ngeed,2,Naik,P3,-9.597,-3.119,-0.328,1,P08
E,Ngeed,2,Naik,T4,1.759,9.293,6.345,5,P08
E,Ngeed,2,Tahan,C3,2.766,2.431,1.037,6,P08
E,Ngeed,2,Tahan,C4,-0.551,2.927,3.393,17,P08
E,Ngeed,2,Tahan,F3,1.817,2.44,1.567,8,P08
E,Ngeed,2,Tahan,F4,4.959,5.58,3.901,17,P08
E,Ngeed,2,Tahan,F7,0.439,1.622,-0.237,11,P08
E,Ngeed,2,Tahan,F8,6.075,6.693,6.211,21,P08
E,Ngeed,2,Tahan,Fp1,-3.591,-2.171,-1.965,5,P08
E,Ngeed,2,Tahan,Fp2,5.115,7.006,6.167,18,P08
E,Ngeed,2,Tahan,O1,-3.047,-1.314,-3.735,11,P08
E,Ngeed,2,Tahan,O2,6.554,6.737,5.589,18,P08
E,Ngeed,2,Tahan,P3,2.423,3.171,2.281,10,P08
E,Ngeed,2,Tahan,P4,3.573,3.894,4.015,15,P08
E,Ngeed,2,Tahan,T3,-1.908,0.052,-0.877,12,P08
E,Ngeed,2,Tahan,T4,5.725,7.469,6.956,21,P08
E,Ngeed,2,Tahan,T5,3.617,4.803,5.025,16,P08
E,Ngeed,2,Tahan,T6,0.703,-2.065,-4.673,18,P08
E,Ngeed,3,Berdiri,C3,4.443,3.286,1.217,12,P08
E,Ngeed,3,Berdiri,C4,3.393,1.287,0.435,24,P08
E,Ngeed,3,Berdiri,F3,3.528,2.558,1.22,14,P08
E,Ngeed,3,Berdiri,F4,8.32,8.39,2.661,27,P08
E,Ngeed,3,Berdiri,F7,3.743,3.217,2.169,17,P08
E,Ngeed,3,Berdiri,F8,3.922,3.459,1.871,27,P08
E,Ngeed,3,Berdiri,Fp1,2.548,1.557,2.446,19,P08
E,Ngeed,3,Berdiri,Fp2,1.927,0.112,-0.831,24,P08
E,Ngeed,3,Berdiri,O1,3.189,-0.488,0.61,8,P08
E,Ngeed,3,Berdiri,O2,8.054,5.698,4.167,16,P08
E,Ngeed,3,Berdiri,P3,3.911,2.621,0.737,12,P08
E,Ngeed,3,Berdiri,P4,2.153,-0.668,0.077,24,P08
E,Ngeed,3,Berdiri,T3,3.468,1.703,1.273,12,P08
E,Ngeed,3,Berdiri,T4,3.02,1.78,1.149,24,P08
E,Ngeed,3,Berdiri,T5,5.861,1.364,-1.942,12,P08
E,Ngeed,3,Berdiri,T6,0.984,-0.758,-3.924,9,P08
E,Ngeed,3,Gerak,C3,0.689,-1.039,-7.163,1,P08
E,Ngeed,3,Gerak,C4,3.995,0.709,-2.723,2,P08
E,Ngeed,3,Gerak,F3,-7.608,-9.641,-9.99,1,P08
E,Ngeed,3,Gerak,F4,14.05,9.793,8.027,2,P08
E,Ngeed,3,Gerak,F8,9.378,3.58,3.999,2,P08
E,Ngeed,3,Gerak,Fp2,9.05,2.371,2.981,2,P08
E,Ngeed,3,Gerak,O2,8.108,4.966,2.174,2,P08
E,Ngeed,3,Gerak,P3,-0.058,-0.956,-6.588,1,P08
E,Ngeed,3,Gerak,P4,4.509,0.413,-0.453,2,P08
E,Ngeed,3,Gerak,T4,10.66,6.467,6.813,2,P08
E,Ngeed,3,Gerak,T6,5.576,-1.275,-2.87,1,P08
E,Ngeed,3,Naik,C3,5.585,4.257,-2.258,2,P08
E,Ngeed,3,Naik,C4,4.638,2.549,0.927,3,P08
E,Ngeed,3,Naik,F3,5.001,3.713,-2.01,3,P08
E,Ngeed,3,Naik,F4,3.15,-0.078,2.046,3,P08
E,Ngeed,3,Naik,F8,4.224,2.966,-0.89,3,P08
E,Ngeed,3,Naik,Fp1,0.442,-0.599,-1.784,3,P08
E,Ngeed,3,Naik,Fp2,3.704,4.73,3.865,3,P08
E,Ngeed,3,Naik,O2,6.394,5.936,5.428,3,P08
E,Ngeed,3,Naik,P3,5.487,3.919,-1.988,3,P08
E,Ngeed,3,Naik,P4,2.052,1.145,0.789,3,P08
E,Ngeed,3,Naik,T4,4.146,1.648,0.703,3,P08
E,Ngeed,3,Naik,T5,3.34,-0.748,-3.989,3,P08
E,Ngeed,3,Naik,T6,-5.993,-5.317,-6.128,3,P08
E,Ngeed,3,Tahan,C3,-2.274,-4.1,-2.267,9,P08
E,Ngeed,3,Tahan,C4,2.19,0.07,1.197,20,P08
E,Ngeed,3,Tahan,F3,-5.827,-6.097,-7.966,3,P08
E,Ngeed,3,Tahan,F4,9.3,6.607,5.995,9,P08
E,Ngeed,3,Tahan,F7,-5.629,-4.932,-6.503,3,P08
E,Ngeed,3,Tahan,F8,4.953,0.829,1.787,20,P08
E,Ngeed,3,Tahan,Fp1,0.85,-6.117,-6.559,3,P08
E,Ngeed,3,Tahan,Fp2,2.011,0.505,1.145,15,P08
E,Ngeed,3,Tahan,O1,-1.383,-7.317,-4.963,16,P08
E,Ngeed,3,Tahan,O2,10.193,9.588,6.197,20,P08
E,Ngeed,3,Tahan,P3,-2.337,-3.387,-2.037,6,P08
E,Ngeed,3,Tahan,P4,4.038,0.776,1.407,20,P08
E,Ngeed,3,Tahan,T3,-2.233,-5.717,-6.997,5,P08
E,Ngeed,3,Tahan,T4,4.284,3.849,4.216,16,P08
E,Ngeed,3,Tahan,T5,3.181,-0.034,0.242,14,P08
E,Ngeed,3,Tahan,T6,-1.835,-6.598,-5.631,14,P08
E,Ngeed,4,Berdiri,C3,1.931,-1.439,-0.038,5,P08
E,Ngeed,4,Berdiri,C4,2.759,1.428,0.508,23,P08
E,Ngeed,4,Berdiri,F3,3.488,0.092,0.129,6,P08
E,Ngeed,4,Berdiri,F4,8.108,4.931,3.483,25,P08
E,Ngeed,4,Berdiri,F7,2.691,-0.664,-0.149,8,P08
E,Ngeed,4,Berdiri,F8,3.494,2.007,1.376,23,P08
E,Ngeed,4,Berdiri,Fp1,1.418,-0.2,-2.218,6,P08
